temperature,humidity,soil_moisture,pH_level,light_hours,water_given_ml,nutrient_level,co2_ppm,day_number,yield_kg,water_stress
42.49080237694725,21.809065608323262,42.41844910800191,6.499340487458107,11.839986487919763,136.94833571035866,63.81445683721739,887.5141047896429,27.902083708397484,4.943279943230206,0
54.01428612819832,24.20306978125064,39.974725773884195,6.9934935450251885,7.4760959647896925,124.30149183520803,45.92924535341931,431.122774210478,9.533599764585222,0.4133252570224584,1
49.6398788362281,35.636421796065406,30.569234750171603,6.625333561312666,8.77311755495909,341.6767802974656,96.44985248639408,889.8082727013876,12.372330247499438,6.42366203172105,1
46.97316968394073,20.200131581796764,56.436000206089275,5.666605166223593,11.306245094862547,486.44652899710195,21.89784509842382,471.734885411293,17.260401536282963,3.918848856702363,1
38.12037280884873,36.08949054436514,48.59744963051773,5.871160473567111,9.856714756195839,301.0885235818896,58.78564159989407,968.2753908149979,19.328800092845352,5.886869922773212,0
38.11989040672405,12.644032929300746,71.94205953944022,5.938656368061839,11.90856830907915,120.60609037572206,70.02100149902226,712.0621172647445,22.803562828948966,5.471835556356984,0
36.16167224336399,33.303953116258924,21.926574828923496,6.0157285072896896,13.689663209782879,188.48746243098248,82.55644893453817,1070.157193254815,23.991402606714495,6.522748005380903,1
52.3235229154987,35.42642899164209,58.63207565330758,6.630806783901009,6.93237350172158,197.91716256630826,40.697103042800705,1154.0233962121044,42.014471093878235,1.0707780260305397,1
47.022300234864176,15.454529585120163,65.77693271069367,6.507931559650787,11.676541731184487,235.14285165478,68.69219076574815,733.6882731724872,46.86158717434371,5.792665313248449,1
49.161451555920905,22.91039597116601,65.56919415129842,5.906320076728418,7.842753245056916,117.44135343448505,30.320147138428275,768.444236378997,28.799128731372036,1.2887269899180418,1
35.41168988591605,14.964993239909669,73.1644380257315,5.635109686911374,9.315813819260555,461.9570801991665,43.547609236182026,872.1180648102802,82.65667779286554,5.995238435796704,0
54.39819704323989,31.19812386982653,63.74202456976965,5.842864408949437,6.262901806361119,306.2255778885981,89.56271312033992,557.7061774864404,50.78257510050591,3.246266116579881,1
51.648852816008436,26.060433041849702,75.66860369886177,7.468762625237207,7.0872590583415915,368.3723171816436,94.99076093309543,1141.866272662689,71.8729235230066,5.1301354984115015,1
39.246782213565524,29.059700401249632,39.95939598925349,6.437093899582944,8.558218312391197,126.86913475800358,71.88173469272647,746.399941201098,84.1814049178759,3.4628216239417204,0
38.63649934414201,15.894609008686334,50.19256500509258,7.234691009404225,8.73588644230388,121.64618712145976,37.4351890776185,533.4562687328058,15.682160311822468,2.463227153299979,0
38.66809019706868,16.352375861572586,20.84477979697344,7.197504933337687,13.196681731696767,334.5871088162189,82.00577899746641,1010.1854667351072,39.508703534407104,6.704808279715787,1
41.08484485919075,11.24491976529719,20.417455238197473,6.523039114925748,11.93450327413212,454.9184042016832,2.5867081725420182,575.3210979551882,39.98893615431479,3.414573827726078,1
45.49512863264476,19.66202605587189,34.407597227091195,6.913375416921087,13.777463745496329,311.3928003838188,10.274591053942107,514.823420057484,32.90250253945187,2.78690631730265,1
43.638900372842315,26.79233984001025,26.048431828345116,5.885504020825424,10.792572082681925,451.1276690280286,66.13737363753611,850.2976603952056,1.8015279896475946,6.738137407511974,1
40.82458280396084,35.738047419919866,35.61268207614522,6.876793409853817,7.933709856730544,424.39650922209574,29.124857527005744,937.1962042332726,74.43748970002855,3.6956025437610527,0
47.23705789444759,30.00782342376042,30.622597671703844,6.044769158526579,8.621240239373144,130.3415143179683,95.13862184004778,855.650192531933,11.040338939851253,4.146036189402333,1
37.78987721304084,23.06188970199254,21.711201490318896,7.164124193508302,8.558687386335738,180.78298975427595,43.606061209230475,925.2085191578906,90.5932538129583,2.207652650425601,1
40.84289297070436,38.593603431824135,74.55824878436297,5.66744826621782,8.611954621306012,363.084267662137,42.9364820389177,492.41920984619554,70.56626427200635,4.61086511285692,0
42.327236865873836,31.577356017274955,20.49338788333349,7.046277345770555,11.383713384894525,277.4005530200166,67.80795101909312,780.8144303072859,53.200901584586305,4.440876717424548,1
44.121399684340716,37.9049560858765,64.16492866022512,5.6998738131372395,10.24646342472333,216.27992545876822,76.75685623061896,685.614915270833,14.91457759674377,5.28497909273611,0
50.70351922786027,25.82763919816497,29.12887321517099,7.262378473788618,9.083393424693154,267.45354241919165,47.55587381251365,1178.6948929920975,47.38536742539223,1.8001995730237295,1
38.993475643167194,17.76712824379419,74.733777319976,6.108409036270007,7.192718149829733,278.0798585082538,21.400090171172415,439.69914734357394,24.4997866772028,3.2241012445909543,0
45.28468876827223,11.58480059094166,73.56775637539315,6.80878672966115,6.177113303537167,464.2209003286386,77.33086427256217,638.6353624479384,23.709027208876254,5.854461156782554,1
46.84829137724085,31.782545544515514,59.23406878215544,6.47500455724056,7.750677420701541,141.38331348198122,32.03512748736276,1153.4897552733776,75.65763244442368,2.019577031467855,1
35.92900825439995,13.639089940166023,60.33404898803631,6.232606290524678,6.85977123174945,211.892298723046,17.51107692938576,1186.7969465474634,35.25799815634912,3.0623540342025493,0
47.150897038028766,19.083253848159018,20.320348518181312,6.790883666366993,12.283560246817915,315.02592663308553,63.164018992501326,1059.9212861817068,41.565142305172365,4.909902425874959,1
38.41048247374583,25.97412723651692,79.09229396681613,7.3950459611024755,6.899983662511083,379.3147706522367,9.04536669903504,460.79859521312744,76.86682640021064,3.5058638114049168,0
36.30103185970559,26.93249763339243,72.66995621454886,5.582539494749244,11.793825898454688,352.2549155836974,97.1352675086055,849.0840226748323,8.901156314695829,8.95324062982401,0
53.977710745066666,28.01749590961408,73.70637354380551,7.337705711766208,9.085269518208662,476.6570950949578,63.2397264412137,720.0983941363737,54.51560677819446,4.641936459251387,1
54.31264066149119,14.987659910491018,59.554672223052314,6.718163310042027,6.587027117950208,418.2435699277893,98.58955209217558,1045.1620541563213,53.039411323573404,5.957745911466326,1
51.167946962329225,21.392122144649463,40.68721571927219,7.114628601538104,12.501840395452685,322.8307367897721,33.889342347863604,444.0193884570666,39.26931123400077,3.6678998005752437,1
41.09227538346741,28.515826813509,73.61891894542885,6.267749906868556,10.637044561892907,185.87307666940302,97.12051611903979,557.7030013157616,75.67971772816837,7.080007239584346,0
36.953442280127675,39.09456593901354,37.491015689071546,6.443685949675228,7.886092102908584,280.34969256089596,14.556224772862357,791.3560529781035,85.86010552021234,2.4518588730966338,0
48.684660530243136,31.82893413099066,53.76269260053217,7.237701503602328,13.157449394661343,377.35289767779096,4.069477234702845,526.1181303582616,42.88022757222497,3.090124606904649,1
43.80304987479202,37.67811271281873,25.983858340632942,6.329695939619646,6.362066510964412,435.18486993443395,3.298406045460256,954.1721141554386,42.053234589855975,1.6117830432387041,1
37.44076469689558,32.86636174942531,75.317337807965,6.56931913349817,7.614556865582103,483.89448976895494,46.487037059922706,1056.6137769118386,46.18573567036703,6.274073593539907,0
44.903538202225405,27.751509066772012,28.446227466272802,5.540389846168666,12.016375422446888,342.1811064551671,8.300419747859477,963.6159149021148,66.08116277497554,1.7443086328061026,1
35.68777042230437,15.760701074090337,33.49380834382444,5.817196011676085,11.675023442479112,310.767746921773,51.216788416760174,752.2269709119859,61.12542616290661,5.19108016895068,0
53.186408041575646,30.000569556775392,53.4880494876929,6.7833730159496,8.314173549795825,107.07676924845933,32.75005035089005,1102.710133002117,21.055145428619838,0.1,1
40.17559963200034,28.701386978797213,65.8455800127789,6.933953802127754,6.496199002822265,128.83962766007198,33.56289924741156,510.14890537595335,6.750581373940898,1.491282579112511,0
48.25044568707964,28.074075113717992,57.16107835617794,6.665201873568999,12.86462457779955,162.4419990549601,63.56089965451698,608.2708671192071,86.43287168351104,4.2771416345860445,1
