temperature,humidity,soil_moisture,pH_level,light_hours,water_given_ml,nutrient_level,co2_ppm,day_number,yield_kg,water_stress,heat_stress_index,water_efficiency,pH_deviation,growth_score
42.49080237694725,21.809065608323262,42.41844910800191,6.499340487458107,11.839986487919765,136.94833571035866,63.81445683721739,887.5141047896429,27.902083708397484,4.943279943230206,0,33.22395540905585,3.1541507935878674,0.0006595125418931147,7.555623066865929
54.01428612819832,24.20306978125064,39.9747257738842,6.9934935450251885,7.4760959647896925,124.30149183520804,45.92924535341931,431.122774210478,9.533599764585222,0.4133252570224584,1,40.9411707647461,3.033613757933513,0.4934935450251885,3.4337144585253383
49.6398788362281,35.636421796065406,30.569234750171603,6.625333561312666,8.77311755495909,341.6767802974656,96.44985248639408,889.8082727013876,12.372330247499438,6.42366203172105,1,31.95000223509405,10.823093527650629,0.12533356131266604,8.461658940215985
46.97316968394073,20.200131581796764,56.43600020608928,5.666605166223593,11.306245094862549,486.446528997102,21.89784509842382,471.734885411293,17.260401536282963,3.918848856702363,1,37.48452759964404,8.469366377387987,0.8333948337764072,2.475824037321142
38.12037280884873,36.08949054436514,48.59744963051773,5.871160473567111,9.85671475619584,301.0885235818896,58.78564159989407,968.275390814998,19.328800092845352,5.886869922773212,0,24.362924468522525,6.070645281660355,0.6288395264328894,5.794333010101159
38.11989040672405,12.644032929300746,71.94205953944022,5.938656368061839,11.90856830907915,120.60609037572206,70.02100149902226,712.0621172647445,22.80356282894897,5.471835556356984,0,33.29999891108451,1.6534505762139826,0.5613436319381613,8.338498794212402
36.16167224336399,33.303953116258924,21.926574828923496,6.0157285072896896,13.68966320978288,188.48746243098248,82.55644893453817,1070.157193254815,23.99140260671449,6.522748005380903,1,24.11840587337883,8.221352898872283,0.48427149271031045,11.301699817094661
52.3235229154987,35.42642899164209,58.63207565330758,6.630806783901009,6.93237350172158,197.91716256630824,40.69710304280071,1154.0233962121044,42.01447109387824,1.0707780260305395,1,33.787167223913976,3.318971550092781,0.13080678390100875,2.8212751873074433
47.022300234864176,15.454529585120165,65.77693271069367,6.507931559650787,11.676541731184487,235.14285165478,68.69219076574815,733.6882731724872,46.86158717434371,5.792665313248449,1,39.75522493346306,3.5213185468329273,0.007931559650787179,8.02087232082744
49.161451555920905,22.91039597116601,65.56919415129842,5.906320076728418,7.842753245056916,117.44135343448504,30.320147138428275,768.444236378997,28.79912873137204,1.2887269899180418,1,37.89836833928647,1.764199716276637,0.5936799232715817,2.3779343236051154
35.41168988591605,14.964993239909669,73.1644380257315,5.635109686911374,9.315813819260557,461.9570801991665,43.547609236182026,872.1180648102802,82.65667779286554,5.995238435796704,0,30.112332888350934,6.228821959641757,0.8648903130886261,4.056814199181832
54.39819704323989,31.19812386982653,63.74202456976965,5.842864408949437,6.262901806361119,306.2255778885981,89.56271312033992,557.7061774864404,50.78257510050591,3.246266116579881,1,37.42698014673759,4.72993515299467,0.6571355910505634,5.6092247778397955
51.64885281600844,26.060433041849706,75.66860369886177,7.468762625237207,7.087259058341592,368.3723171816436,94.99076093309544,1141.866272662689,71.8729235230066,5.1301354984115015,1,38.18893811100906,4.804734916375065,0.9687626252372068,6.732241308818414
39.24678221356552,29.059700401249632,39.95939598925349,6.437093899582944,8.558218312391197,126.86913475800358,71.88173469272647,746.399941201098,84.1814049178759,3.4628216239417204,0,27.841784885172448,3.0974366612068747,0.06290610041705591,6.151795781737373
38.63649934414201,15.894609008686334,50.19256500509258,7.234691009404225,8.73588644230388,121.64618712145976,37.4351890776185,533.4562687328058,15.682160311822468,2.463227153299979,0,32.49537883874698,2.3762471583394684,0.7346910094042247,3.2702956072824976
38.66809019706868,16.352375861572586,20.84477979697344,7.197504933337687,13.196681731696769,334.5871088162189,82.00577899746641,1010.1854667351072,39.508703534407104,6.704808279715787,1,32.34493874955211,15.316570454172096,0.6975049333376866,10.822041655894274
41.08484485919075,11.24491976529719,20.417455238197476,6.523039114925748,11.93450327413212,454.9184042016832,2.5867081725420182,575.3210979551882,39.98893615431479,3.414573827726078,1,36.46488701907793,21.240544179606736,0.02303911492574784,0.3087107715442703
45.49512863264476,19.66202605587189,34.407597227091195,6.913375416921087,13.777463745496329,311.3928003838188,10.274591053942109,514.823420057484,32.90250253945187,2.78690631730265,1,36.54986458674171,8.79451939047603,0.41337541692108726,1.415578057454883
43.63890037284232,26.79233984001025,26.04843182834512,5.885504020825424,10.792572082681923,451.1276690280286,66.13737363753611,850.2976603952056,1.8015279896475944,6.738137407511974,1,31.94701788250691,16.678514743145815,0.6144959791745759,7.137923723423756
40.82458280396084,35.738047419919866,35.61268207614522,6.876793409853817,7.933709856730544,424.3965092220957,29.124857527005744,937.1962042332726,74.43748970002855,3.6956025437610527,0,26.234674042496863,11.591516522593377,0.3767934098538168,2.3106816923787825
47.23705789444759,30.00782342376042,30.622597671703844,6.044769158526579,8.621240239373144,130.3415143179683,95.13862184004778,855.650192531933,11.040338939851251,4.146036189402333,1,33.06224497090227,4.121783911338787,0.45523084147342097,8.202129149259244
37.78987721304084,23.06188970199254,21.711201490318896,7.164124193508302,8.558687386335738,180.78298975427597,43.60606120923048,925.2085191578906,90.5932538129583,2.207652650425601,1,29.074817411650947,7.9600803960696815,0.664124193508302,3.7321064603922505
40.84289297070436,38.593603431824135,74.55824878436297,5.66744826621782,8.611954621306012,363.084267662137,42.9364820389177,492.41920984619554,70.56626427200635,4.61086511285692,0,25.080148827506342,4.805355781846528,0.8325517337821804,3.697670349176799
42.32723686587384,31.577356017274955,20.49338788333349,7.046277345770555,11.383713384894524,277.4005530200166,67.80795101909312,780.8144303072859,53.20090158458631,4.440876717424548,1,28.961414588461604,12.906320517070272,0.5462773457705552,7.719062796183226
44.12139968434072,37.9049560858765,64.16492866022512,5.69987381313724,10.24646342472333,216.27992545876825,76.75685623061896,685.614915270833,14.91457759674377,5.28497909273611,0,27.39720250951732,3.3189620537523825,0.8001261868627596,7.864863199637844
50.70351922786027,25.82763919816497,29.12887321517099,7.262378473788618,9.083393424693154,267.45354241919165,47.55587381251365,1178.6948929920975,47.38536742539223,1.8001995730237297,1,37.60799722091632,8.876984562586264,0.7623784737886181,4.319687114941239
38.9934756431672,17.76712824379419,74.733777319976,6.108409036270007,7.192718149829733,278.0798585082538,21.400090171172412,439.69914734357394,24.4997866772028,3.2241012445909543,0,32.065454818933034,3.6718075916557478,0.3915909637299926,1.5392481698218468
45.28468876827223,11.58480059094166,73.56775637539315,6.80878672966115,6.177113303537167,464.2209003286386,77.33086427256217,638.6353624479384,23.70902720887625,5.854461156782554,1,40.03854787623934,6.225491055297842,0.30878672966114973,4.776815104720708
46.84829137724085,31.782545544515514,59.23406878215544,6.47500455724056,7.750677420701541,141.38331348198122,32.03512748736276,1153.4897552733776,75.65763244442368,2.019577031467855,1,31.95871183344194,2.3472316637501756,0.024995442759440323,2.482939392855978
